gender,age,income,days_member,offer_received,offer_viewed,offer_completed,channel_web,channel_email,channel_mobile,channel_social,difficulty,duration,offered_reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,rfm_promo_score,rfm_nonpromo_score,amt_per_test_hour,amt_per_member_day,amt_per_income
0,61,40000.0,2706,3,2,0,1,3,3,2,5.0,5.666666666666667,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20.78,5,10.19,2,10.59,3.0,2.0,0.029104,0.007679,0.00052
0,40,71000.0,3433,5,4,3,5,5,4,3,10.2,7.6,3.2,1.8,0.534,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,16,300.68,16,300.68,0,0.0,3.33,0.0,0.42112,0.087585,0.004235
1,64,100000.0,2940,5,4,3,3,5,3,2,12.0,7.6,6.0,3.0,0.572,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.49,0.88,7,211.29,6,170.33,1,40.96,4.0,5.0,0.295924,0.071867,0.002113
0,78,71000.0,3025,6,6,4,4,6,6,4,3.3333333333333335,4.833333333333333,2.0,0.3333333333333333,0.615,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.5,0.0,0.98,1.355,8,155.46,7,135.26,1,20.2,3.33,3.0,0.217731,0.051392,0.00219
1,42,69000.0,4430,4,4,4,4,4,4,3,7.5,7.25,3.5,3.5,0.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.665,0.94,5,91.4,5,91.4,0,0.0,2.67,0.0,0.128011,0.020632,0.001325
0,56,88000.0,2709,6,6,4,6,6,4,1,11.666666666666666,7.666666666666667,5.333333333333333,3.6666666666666665,0.49666666666666665,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.95,1.48,0.0,3,75.62,3,75.62,0,0.0,4.33,0.0,0.10591,0.027914,0.000859
0,33,52000.0,2923,6,3,1,6,6,5,2,10.333333333333334,8.0,3.1666666666666665,0.3333333333333333,0.075,1.0,4.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.45,0.0,9,17.9,9,17.9,0,0.0,3.33,0.0,0.02507,0.006124,0.000344
0,46,59000.0,2938,4,1,0,4,4,2,1,12.5,7.25,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.88,1,2.88,0,0.0,3.33,0.0,0.004034,0.00098,4.9e-05
1,59,41000.0,3902,6,5,4,4,6,6,3,5.0,6.166666666666667,2.3333333333333335,0.6666666666666666,0.5166666666666667,1.0,2.0,1.0,0.5,2.0,1.0,0.0,2.0,1.0,0.0,1.9300000000000002,0.585,13,52.08,13,52.08,0,0.0,2.0,0.0,0.072941,0.013347,0.00127
1,67,96000.0,4053,4,3,3,3,4,4,4,7.25,6.5,5.25,2.75,0.44499999999999995,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.25,0.7649999999999999,0.0,8,206.88,7,182.16,1,24.72,4.33,2.33,0.289748,0.051044,0.002155
1,22,70000.0,2924,6,6,5,5,6,5,4,9.5,6.333333333333333,6.333333333333333,4.666666666666667,0.5850000000000001,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.65,1.9,0.31,6,106.38,6,106.38,0,0.0,2.67,0.0,0.148992,0.036382,0.00152
0,96,89000.0,2871,5,2,1,4,5,5,3,5.4,5.8,3.0,1.0,0.06999999999999999,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.35,0.0,0.0,4,81.92,3,53.55,1,28.37,2.33,4.0,0.114734,0.028534,0.00092
1,40,33000.0,3367,6,4,0,4,6,6,3,5.0,6.0,5.0,0.0,0.0,3.0,0.0,1.0,2.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,40.94,14,40.94,0,0.0,1.0,0.0,0.057339,0.012159,0.001241
0,69,57000.0,3331,6,5,5,4,6,6,3,5.0,5.5,5.0,5.0,0.775,3.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,2.84,0.0,0.88,14,213.49,13,195.2,1,18.29,1.67,3.67,0.299006,0.064092,0.003745
1,56,68000.0,4157,3,2,1,2,3,2,2,10.0,7.666666666666667,2.3333333333333335,1.6666666666666667,0.13333333333333333,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,9,167.67,8,149.44,1,18.23,4.33,3.33,0.234832,0.040334,0.002466
0,26,63000.0,2968,3,3,3,2,3,3,3,5.666666666666667,6.666666666666667,1.6666666666666667,1.6666666666666667,0.6533333333333333,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.29,0.67,21,73.38,20,61.1,1,12.28,1.0,3.33,0.102773,0.024724,0.001165
1,75,40000.0,3607,4,3,3,4,4,4,2,8.0,6.5,3.0,2.5,0.5975,1.0,2.0,0.0,1.0,1.5,0.0,1.0,1.5,0.0,1.0,1.0350000000000001,0.0,10,155.53,9,153.17,1,2.36,1.67,3.67,0.217829,0.043119,0.003888
0,20,30000.0,3365,2,1,0,1,2,1,1,15.0,8.5,7.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,29.89,9,28.67,1,1.22,1.0,2.0,0.041863,0.008883,0.000996
1,45,33000.0,2639,5,5,4,5,5,5,3,6.4,5.6,5.6,3.6,0.526,2.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.065,0.29,1.0,8,61.25,7,54.05,1,7.2,3.0,3.0,0.085784,0.02321,0.001856
1,61,98000.0,2867,5,4,1,5,5,5,3,7.4,6.2,5.0,0.6,0.16399999999999998,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,8,234.43,6,159.92,2,74.51,4.33,3.67,0.328333,0.081768,0.002392
0,69,37000.0,4392,5,3,0,3,5,4,3,10.4,7.6,6.6,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,32.72,11,31.9,1,0.82,1.67,1.33,0.045826,0.00745,0.000884
0,54,80000.0,3154,6,4,4,5,6,6,4,5.0,5.666666666666667,3.6666666666666665,2.8333333333333335,0.6583333333333333,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.95,1.0,1.0,9,249.4,8,219.54,1,29.86,3.67,3.67,0.3493,0.079074,0.003118
1,39,51000.0,4141,5,3,2,4,5,4,3,7.0,5.4,4.0,1.0,0.384,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.92,14,51.91,13,47.16,1,4.75,2.33,3.67,0.072703,0.012536,0.001018
0,41,41000.0,3659,4,2,1,3,4,4,2,8.0,7.0,5.0,0.75,0.0975,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39,0.0,18,62.51,17,57.9,1,4.61,3.0,1.67,0.087549,0.017084,0.001525
0,79,48000.0,3818,4,2,1,3,4,4,1,8.75,7.0,4.75,2.5,0.0975,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.39,0.0,0.0,15,152.0,14,150.34,1,1.66,2.67,2.0,0.212885,0.039811,0.003167
0,66,38000.0,2729,4,4,2,2,4,4,3,6.25,5.5,6.25,1.25,0.2825,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.96,0.0,0.17,5,56.08,4,39.09,1,16.99,4.0,3.0,0.078543,0.02055,0.001476
0,56,52000.0,3015,3,1,0,3,3,1,1,15.666666666666666,9.0,4.333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,87.11,4,47.84,3,39.27,3.33,1.67,0.122003,0.028892,0.001675
0,39,56000.0,4084,5,3,3,4,5,5,2,5.4,6.2,3.0,1.6,0.22800000000000004,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.23,0.68,0.0,13,150.23,13,150.23,0,0.0,2.67,0.0,0.210406,0.036785,0.002683
1,42,96000.0,3541,4,4,4,4,4,3,2,11.75,7.25,5.0,5.0,0.92,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.8,2.88,0.0,12,320.48,11,289.39,1,31.09,2.33,3.33,0.448852,0.090506,0.003338
0,78,93000.0,3275,5,5,4,4,5,4,4,11.0,7.4,6.4,4.4,0.5,3.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.15,1.35,0.0,8,225.55,8,225.55,0,0.0,3.0,0.0,0.315896,0.06887,0.002425
1,45,48000.0,2913,4,2,0,3,4,3,2,10.0,7.75,4.25,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,5,14.49,1,2.51,2.67,1.33,0.02381,0.005836,0.000354
1,29,50000.0,3437,4,2,1,3,4,3,2,10.0,7.5,2.25,0.0,0.25,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12,38.17,9,27.69,3,10.48,2.33,1.33,0.053459,0.011106,0.000763
1,44,35000.0,2925,4,4,3,4,4,4,4,7.25,7.25,3.25,2.75,0.6625,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.9,0.875,0.0,18,150.23,15,128.98,3,21.25,2.67,2.67,0.210406,0.051361,0.004292
1,63,56000.0,2633,3,3,3,2,3,3,2,10.0,8.0,4.666666666666667,4.666666666666667,0.63,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.36,1.53,0.0,9,121.62,8,113.91,1,7.71,2.33,3.67,0.170336,0.046191,0.002172
1,36,56000.0,2830,3,2,1,2,3,2,2,9.0,6.666666666666667,2.6666666666666665,1.0,0.04666666666666667,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14,0.0,7,118.85,4,65.79,3,53.06,3.67,2.0,0.166457,0.041996,0.002122
0,76,47000.0,2754,5,3,1,5,5,4,3,9.4,6.2,5.6,0.6,0.078,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39,0.0,6,22.65,5,22.18,1,0.47,2.33,1.33,0.031723,0.008224,0.000482
1,68,87000.0,2957,5,5,4,5,5,5,4,7.4,5.8,5.0,3.0,0.466,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.44999999999999996,1.4300000000000002,0.0,8,177.18,7,154.89,1,22.29,3.33,2.67,0.248151,0.059919,0.002037
1,75,52000.0,3590,3,3,2,2,3,3,1,5.0,5.666666666666667,2.3333333333333335,0.6666666666666666,0.57,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.96,0.75,11,135.54,9,106.51,2,29.03,3.33,2.33,0.189832,0.037755,0.002607
1,67,76000.0,3135,5,5,5,4,5,5,5,5.8,6.4,2.6,2.6,0.8560000000000001,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.85,1.83,0.67,12,200.78,11,186.16,1,14.62,2.33,4.33,0.281204,0.064045,0.002642
1,77,51000.0,3346,5,4,2,3,5,4,4,7.0,5.2,4.0,0.0,0.366,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.915,11,23.81,10,20.18,1,3.63,2.67,1.33,0.033347,0.007116,0.000467
1,76,64000.0,4045,3,2,1,1,3,3,2,6.666666666666667,5.666666666666667,4.0,0.6666666666666666,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,8,110.92,3,42.24,5,68.68,2.0,2.33,0.15535,0.027422,0.001733
1,57,98000.0,2789,3,0,0,2,3,2,1,11.666666666666666,8.0,6.666666666666667,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.24,1,27.24,0,0.0,4.67,0.0,0.038151,0.009767,0.000278
0,53,72000.0,3370,6,4,4,4,6,6,4,7.833333333333333,6.0,4.5,3.8333333333333335,0.5466666666666667,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.8199999999999998,0.79,0.67,9,167.88,9,167.88,0,0.0,2.67,0.0,0.235126,0.049816,0.002332
0,53,117000.0,3192,5,4,4,4,5,5,4,9.0,6.8,7.4,7.0,0.754,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.795,0.0,0.0,10,303.2,10,303.2,0,0.0,4.33,0.0,0.42465,0.094987,0.002591
0,53,55000.0,2893,5,3,1,5,5,4,3,10.0,7.4,3.8,0.4,0.124,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,8,20.18,8,20.18,0,0.0,1.33,0.0,0.028263,0.006975,0.000367
0,61,112000.0,2878,5,5,2,5,5,5,3,7.4,7.6,1.8,1.0,0.088,0.0,3.0,1.0,0.0,3.0,1.0,0.0,1.5,0.0,0.0,0.365,0.0,2,67.25,1,33.38,1,33.87,4.67,5.0,0.094188,0.023367,0.0006
0,67,77000.0,3304,3,3,2,2,3,3,2,5.0,5.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8,155.73,5,107.09,3,48.64,4.33,2.0,0.218109,0.047134,0.002022
0,58,85000.0,2802,4,4,3,4,4,3,3,11.25,8.75,3.5,3.0,0.6875,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.5,0.0,0.95,1.325,0.0,15,290.42,13,250.39,2,40.03,2.0,4.33,0.406751,0.103647,0.003417
0,46,36000.0,2647,5,3,0,5,5,5,3,4.8,6.4,1.6,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17.13,3,15.39,2,1.74,3.67,3.33,0.023992,0.006471,0.000476
1,30,41000.0,2856,2,2,0,0,2,2,2,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11.95,1,5.07,3,6.88,3.33,3.0,0.016737,0.004184,0.000291
1,59,89000.0,2960,6,3,1,4,6,5,4,9.0,7.0,5.166666666666667,1.6666666666666667,0.16666666666666666,1.0,2.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2,45.4,2,45.4,0,0.0,2.33,0.0,0.063585,0.015338,0.00051
1,51,41000.0,3558,6,4,3,5,6,4,4,12.5,8.666666666666666,4.833333333333333,1.5,0.30833333333333335,2.0,2.0,0.0,1.0,1.5,0.0,1.0,1.0,0.0,0.8,0.525,0.0,20,75.96,20,75.96,0,0.0,1.33,0.0,0.106387,0.021349,0.001853
1,27,35000.0,2817,5,4,3,3,5,4,4,7.0,6.2,2.4,0.4,0.49399999999999994,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.72,0.875,12,29.56,11,28.58,1,0.98,3.0,2.0,0.041401,0.010493,0.000845
1,40,53000.0,2769,4,3,0,3,4,4,3,2.5,4.25,2.5,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8.17,3,6.23,2,1.94,3.0,1.67,0.011443,0.002951,0.000154
0,73,91000.0,2718,5,4,1,3,5,5,4,6.4,5.8,4.0,0.6,0.128,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.64,0.0,4,109.16,4,109.16,0,0.0,4.67,0.0,0.152885,0.040162,0.0012
0,74,107000.0,3565,5,4,4,5,5,5,4,7.4,8.2,1.8,1.8,0.738,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.87,0.0,10,298.3,8,251.09,2,47.21,4.0,3.0,0.417787,0.083675,0.002788
1,42,66000.0,3598,3,2,2,3,3,2,1,9.0,7.0,2.6666666666666665,1.0,0.5133333333333333,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.79,0.75,7,136.94,4,74.35,3,62.59,4.0,4.0,0.191793,0.03806,0.002075
1,78,58000.0,3608,6,6,5,5,6,6,4,5.0,4.333333333333333,5.0,5.0,0.5399999999999999,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5166666666666667,0.0,0.845,10,126.94,9,122.57,1,4.37,2.33,2.33,0.177787,0.035183,0.002189
0,54,53000.0,3198,6,5,1,3,6,6,6,10.0,7.666666666666667,7.333333333333333,0.3333333333333333,0.12,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.36,0.0,18,57.03,18,57.03,0,0.0,1.0,0.0,0.079874,0.017833,0.001076
0,70,74000.0,2663,3,3,0,3,3,3,3,5.666666666666667,5.666666666666667,4.333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,49,57000.0,3094,5,5,4,2,5,5,4,4.4,5.4,3.6,3.6,0.608,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.75,0.46,0.415,10,184.78,7,136.08,3,48.7,2.0,2.33,0.258796,0.059722,0.003242
0,62,57000.0,2727,3,2,0,3,3,2,1,10.666666666666666,8.0,4.333333333333333,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,64,70000.0,3128,4,4,4,4,4,3,3,11.75,8.0,5.0,5.0,0.7424999999999999,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.95,2.02,0.0,9,140.34,9,140.34,0,0.0,2.33,0.0,0.196555,0.044866,0.002005
0,89,87000.0,2874,4,3,2,4,4,3,2,11.0,7.75,3.25,1.25,0.365,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.96,0.0,9,248.63,9,248.63,0,0.0,3.67,0.0,0.348221,0.08651,0.002858
1,73,51000.0,2736,5,4,2,3,5,4,4,8.0,6.2,3.4,0.4,0.126,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.55,0.04,9,23.43,8,21.79,1,1.64,1.0,3.67,0.032815,0.008564,0.000459
0,50,93000.0,3066,5,5,2,4,5,5,4,5.8,5.8,2.6,1.0,0.31399999999999995,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.5,0.0,0.0,1.0699999999999998,0.0,12,297.29,12,297.29,0,0.0,2.33,0.0,0.416373,0.096963,0.003197
0,90,98000.0,3579,4,0,0,1,4,3,3,10.0,6.75,6.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,80.03,2,53.34,1,26.69,4.33,4.0,0.112087,0.022361,0.000817
0,68,84000.0,3345,5,0,0,4,5,3,1,12.0,7.6,4.4,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34.04,1,16.82,1,17.22,4.0,3.67,0.047675,0.010176,0.000405
1,60,64000.0,3155,3,2,1,3,3,3,1,3.3333333333333335,5.333333333333333,3.3333333333333335,1.6666666666666667,0.16666666666666666,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,12,44.14,8,26.26,4,17.88,3.0,1.67,0.061821,0.01399,0.00069
1,45,54000.0,2965,5,3,0,4,5,4,3,10.0,7.2,5.4,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11.51,5,10.55,1,0.96,2.67,1.67,0.01612,0.003882,0.000213
1,66,49000.0,3534,6,5,5,6,6,6,4,6.5,5.833333333333333,3.8333333333333335,3.5,0.69,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.7000000000000002,0.875,0.69,18,200.93,18,200.93,0,0.0,3.0,0.0,0.281415,0.056856,0.004101
0,19,73000.0,3269,5,3,2,5,5,4,2,9.0,8.2,2.8,0.8,0.298,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.745,0.0,11,202.75,11,202.75,0,0.0,2.67,0.0,0.283964,0.062022,0.002777
0,66,58000.0,2780,5,4,2,4,5,5,2,4.4,5.8,3.6,0.6,0.292,2.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.5,0.0,0.96,0.25,10,163.53,9,142.58,1,20.95,1.67,3.0,0.229034,0.058824,0.002819
0,72,72000.0,3334,6,5,5,4,6,6,6,8.666666666666666,6.833333333333333,6.666666666666667,5.0,0.71,3.0,2.0,0.0,2.5,2.0,0.0,2.5,2.0,0.0,2.11,1.74,0.0,12,201.92,12,201.92,0,0.0,1.67,0.0,0.282801,0.060564,0.002804
1,76,63000.0,3460,5,5,4,5,5,4,3,9.0,7.8,2.8,1.8,0.752,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.84,1.0,13,224.76,13,224.76,0,0.0,3.33,0.0,0.31479,0.06496,0.003568
1,52,78000.0,3057,5,4,4,4,5,5,3,10.0,6.2,6.8,4.8,0.642,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.675,0.93,0.0,6,117.92,5,105.35,1,12.57,2.0,4.33,0.165154,0.038574,0.001512
1,55,31000.0,2848,4,2,0,3,4,4,2,6.25,5.75,6.25,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,30.73,4,24.42,1,6.31,2.67,2.33,0.043039,0.01079,0.000991
0,39,60000.0,2930,4,4,4,3,4,4,3,6.25,5.0,4.25,4.25,0.7725,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.8,0.29,1.0,12,705.5,10,674.12,2,31.38,4.33,2.67,0.988095,0.240785,0.011758
0,45,44000.0,3532,6,2,2,6,6,6,3,8.333333333333334,6.833333333333333,5.666666666666667,2.0,0.32166666666666666,2.0,2.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.475,0.98,0.0,16,163.71,16,163.71,0,0.0,1.67,0.0,0.229286,0.046351,0.003721
0,57,114000.0,3007,6,5,5,5,6,6,5,6.666666666666667,6.0,5.333333333333333,5.333333333333333,0.6516666666666667,3.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,2.8099999999999996,0.15,0.0,8,184.82,8,184.82,0,0.0,2.33,0.0,0.258852,0.061463,0.001621
1,74,48000.0,2634,3,1,0,3,3,3,2,6.333333333333333,7.0,3.6666666666666665,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.86,2,6.05,1,0.81,3.33,3.33,0.009608,0.002604,0.000143
1,18,47000.0,3349,6,4,3,5,6,6,5,9.0,7.166666666666667,5.0,1.3333333333333333,0.45,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.79,0.0,22,275.61,22,275.61,0,0.0,1.67,0.0,0.386008,0.082296,0.005864
1,53,96000.0,2922,5,5,4,4,5,5,4,7.8,6.6,4.6,2.6,0.484,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.6,1.375,0.0,5,138.84,5,138.84,0,0.0,4.33,0.0,0.194454,0.047515,0.001446
0,59,98000.0,2939,3,1,1,3,3,3,0,10.0,7.0,2.0,0.6666666666666666,0.2966666666666667,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.2966666666666667,0.0,4,112.04,4,112.04,0,0.0,5.0,0.0,0.156919,0.038122,0.001143
